"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.479650512500231,0.0116382877675233,41.2131511164984,0,"(Intercept)","model_9","A.nearest4"
"LDN_grid$pc_f.scaled",-0.0627396385053894,0.00939010582388911,-6.68146234792959,2.36568542533178e-11,"LDN_grid$pc_f.scaled","model_9","A.nearest4"
"LDN_grid$pc_65_plus.scaled",-0.0508453068396905,0.0152927973114223,-3.32478785955751,0.000884858355231888,"LDN_grid$pc_65_plus.scaled","model_9","A.nearest4"
"LDN_grid$pc_bad_gh.scaled",0.0451452349431049,0.0155636703212277,2.90068049575235,0.00372353324383257,"LDN_grid$pc_bad_gh.scaled","model_9","A.nearest4"
"LDN_grid$avg_hos_dpr.scaled",-0.0839458381445245,0.0179305028581361,-4.68173362502399,2.84458962784839e-06,"LDN_grid$avg_hos_dpr.scaled","model_9","A.nearest4"
"LDN_grid$pop_den.scaled",-0.626705342045508,0.0191030067734156,-32.8066335042948,0,"LDN_grid$pop_den.scaled","model_9","A.nearest4"
"LDN_grid$WD_pop_den.scaled",0.967126474571357,0.0170226655968857,56.8140441382044,0,"LDN_grid$WD_pop_den.scaled","model_9","A.nearest4"
"LDN_grid$count_sports.scaled",0.237399786013309,0.00771242866277859,30.7814563211506,0,"LDN_grid$count_sports.scaled","model_9","A.nearest4"
"LDN_grid$count_CHs.scaled",0.00836821310852316,0.00716623800365999,1.16772748885109,0.242916704950248,"LDN_grid$count_CHs.scaled","model_9","A.nearest4"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0143224421644468,0.00808811890318615,1.77080014968681,0.0765939410517678,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.nearest4"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.00134909104678635,0.0120563957431598,-0.111898371248452,0.910903988049309,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_9","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0619184891278202,0.00690299903211287,-8.96979542366647,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.nearest4"
