"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.488746282674297,0.0181868108188626,26.8736661717177,0,"(Intercept)","model_1","A.distance1km"
"LDN_grid$pc_f.scaled",-0.0661980732200946,0.00987596595880645,-6.7029466784528,2.04258832070536e-11,"LDN_grid$pc_f.scaled","model_1","A.distance1km"
"LDN_grid$pc_65_plus.scaled",-0.025221055900745,0.038490334330343,-0.655256867458867,0.512302386233264,"LDN_grid$pc_65_plus.scaled","model_1","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.0546948395823275,0.0381168514272857,-1.43492543413947,0.151308347077596,"LDN_grid$pc_50_plus.scaled","model_1","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.0289357252417965,0.0161531236833827,1.7913392981423,0.0732388634751904,"LDN_grid$pc_bad_gh.scaled","model_1","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.0553590856419033,0.020518182156698,-2.69805020830424,0.00697469203878653,"LDN_grid$avg_hos_dpr.scaled","model_1","A.distance1km"
"LDN_grid$pop_den.scaled",-0.548849302982024,0.0181565261031013,-30.2287618162968,0,"LDN_grid$pop_den.scaled","model_1","A.distance1km"
"LDN_grid$WD_pop_den.scaled",0.846592173898824,0.0188370357621496,44.9429615459951,0,"LDN_grid$WD_pop_den.scaled","model_1","A.distance1km"
"LDN_grid$count_sports.scaled",0.224182069576749,0.00745502221114974,30.0712812419878,0,"LDN_grid$count_sports.scaled","model_1","A.distance1km"
"LDN_grid$count_CHs.scaled",0.00662916977807733,0.00722575206292026,0.917436651624907,0.358913874133422,"LDN_grid$count_CHs.scaled","model_1","A.distance1km"
