"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.480264154683205,0.0150066293189356,32.0034662332334,0,"(Intercept)","model_3","A.lag2"
"LDN_grid$pc_f.scaled",-0.0660709146376383,0.00991286228358258,-6.66517023514623,2.64359645285595e-11,"LDN_grid$pc_f.scaled","model_3","A.lag2"
"LDN_grid$pc_50_plus.scaled",-0.072498730903342,0.0148105933751261,-4.89505916927686,9.82761549694899e-07,"LDN_grid$pc_50_plus.scaled","model_3","A.lag2"
"LDN_grid$pc_bad_gh.scaled",0.0318555134684532,0.0161124905827141,1.97706948562183,0.0480337764125294,"LDN_grid$pc_bad_gh.scaled","model_3","A.lag2"
"LDN_grid$avg_hos_dpr.scaled",-0.0627425081210587,0.0197076025654052,-3.18367025683768,0.00145420565130916,"LDN_grid$avg_hos_dpr.scaled","model_3","A.lag2"
"LDN_grid$pop_den.scaled",-0.558707779729126,0.0180820778898075,-30.8984278872096,0,"LDN_grid$pop_den.scaled","model_3","A.lag2"
"LDN_grid$WD_pop_den.scaled",0.863798836663572,0.0185771558611277,46.4979054447754,0,"LDN_grid$WD_pop_den.scaled","model_3","A.lag2"
"LDN_grid$count_sports.scaled",0.223676276913505,0.00744260609567807,30.0534885278148,0,"LDN_grid$count_sports.scaled","model_3","A.lag2"
"LDN_grid$count_CHs.scaled",0.00568239906361261,0.00721389673572192,0.787701747305918,0.430871183287377,"LDN_grid$count_CHs.scaled","model_3","A.lag2"
