"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.480145211325066,0.0149538227472883,32.1085263239553,0,"(Intercept)","model_5","A.lag2"
"LDN_grid$pc_f.scaled",-0.0657737462255221,0.00991080094893791,-6.63657221695797,3.21060955599251e-11,"LDN_grid$pc_f.scaled","model_5","A.lag2"
"LDN_grid$pc_65_plus.scaled",-0.031069037930769,0.0387599463553105,-0.801575875414291,0.422798337243245,"LDN_grid$pc_65_plus.scaled","model_5","A.lag2"
"LDN_grid$pc_50_plus.scaled",-0.0439158005679968,0.0384073927806121,-1.14342050809982,0.252864041702022,"LDN_grid$pc_50_plus.scaled","model_5","A.lag2"
"LDN_grid$pc_bad_gh.scaled",0.0345781393058453,0.0162184133969943,2.13202971582002,0.0330044037588932,"LDN_grid$pc_bad_gh.scaled","model_5","A.lag2"
"LDN_grid$avg_hos_dpr.scaled",-0.067144996666247,0.0201352376978317,-3.3347009692107,0.000853911716671263,"LDN_grid$avg_hos_dpr.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled",-0.559425652972614,0.0180768699281122,-30.9470420043586,0,"LDN_grid$pop_den.scaled","model_5","A.lag2"
"LDN_grid$WD_pop_den.scaled",0.865441572863289,0.0185849278904382,46.5668512659955,0,"LDN_grid$WD_pop_den.scaled","model_5","A.lag2"
"LDN_grid$count_sports.scaled",0.223686571165897,0.00744261386208389,30.0548403169832,0,"LDN_grid$count_sports.scaled","model_5","A.lag2"
