"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.47806728766873,0.0117229784435773,40.7803605516863,0,"(Intercept)","model_7","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.0657903984214095,0.00942821413800151,-6.97803395833297,2.99338331899435e-12,"LDN_grid$pc_f.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.0359448496596965,0.0382140336569045,-0.940619092515037,0.346900094163427,"LDN_grid$pc_65_plus.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.0190280170209691,0.0365860821149046,-0.520088949705205,0.603001579915231,"LDN_grid$pc_50_plus.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0423201198030823,0.0155952575451351,2.71365315260753,0.00665458000959251,"LDN_grid$pc_bad_gh.scaled","model_7","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0881884375719558,0.0179177228841659,-4.92185520124818,8.57276349908176e-07,"LDN_grid$avg_hos_dpr.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.632090142882448,0.0193096211812588,-32.7344662512557,0,"LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.975513869406165,0.0170200849456725,57.3154524504414,0,"LDN_grid$WD_pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.217673884477361,0.0074191164921679,29.3395965283941,0,"LDN_grid$count_sports.scaled","model_7","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",0.00883676759834039,0.00720346753830514,1.22673803294733,0.219921067975717,"LDN_grid$count_CHs.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0146130945565771,0.00826652926424335,1.767742433307,0.0771039726397571,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0641297856073282,0.0331243949762737,1.93602888907897,0.0528641628449777,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0540680821055608,0.0371879717417368,-1.45391317604125,0.145970379325851,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.00437824876189605,0.00828659224409882,0.528353348750079,0.597254110278888,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
