"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.480987354297966,0.0115114437063567,41.7834084557406,0,"(Intercept)","model_9","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.0645792731348604,0.00927752502696757,-6.96082984924791,3.38284955603285e-12,"LDN_grid$pc_f.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.051224668865432,0.0150668509169051,-3.39982582610926,0.000674287899286696,"LDN_grid$pc_65_plus.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.046284398554972,0.0154215114411409,3.00128808590683,0.00268840089456712,"LDN_grid$pc_bad_gh.scaled","model_9","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0867594655919398,0.0177226660433632,-4.89539583828188,9.81080466866402e-07,"LDN_grid$avg_hos_dpr.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.63649260629064,0.0188100736299981,-33.8378583098988,0,"LDN_grid$pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.979142653536654,0.01671963550471,58.5624401477426,0,"LDN_grid$WD_pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.238680147718944,0.00771981505791187,30.9178582554677,0,"LDN_grid$count_sports.scaled","model_9","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",0.00829375670376724,0.00718368940701017,1.15452607063911,0.248284556478899,"LDN_grid$count_CHs.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.015618680124787,0.00798940432009157,1.95492423452766,0.0505920136441378,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.00182862020619215,0.0118987438966492,-0.153681785411576,0.877860647287651,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0649941103145161,0.00690866406517085,-9.40762348572941,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.rook_shared_edge"
