"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.464412365027253,0.016659466701396,27.8767846145001,0,"(Intercept)","model_10","A.distance1km"
"LDN_grid$pc_f.scaled",-0.0398412351760988,0.0107041376292368,-3.72204063102459,0.000197619213158529,"LDN_grid$pc_f.scaled","model_10","A.distance1km"
"LDN_grid$pc_65_plus.scaled",-0.0801201666873658,0.0385620040008112,-2.07769717273201,0.0377372596250691,"LDN_grid$pc_65_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_50_plus.scaled",0.0123054408322212,0.0381948213406469,0.322175635342632,0.747319641414977,"LDN_grid$pc_50_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.00798778806665969,0.0160524954088066,0.497604133390844,0.618763089820068,"LDN_grid$pc_bad_gh.scaled","model_10","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.0497143710232204,0.0201557723361828,-2.46650786653188,0.0136437731514705,"LDN_grid$avg_hos_dpr.scaled","model_10","A.distance1km"
"LDN_grid$pop_den.scaled",-0.526428978991964,0.018057875704683,-29.1523204390783,0,"LDN_grid$pop_den.scaled","model_10","A.distance1km"
"LDN_grid$WD_pop_den.scaled",0.834339488186239,0.0186371026221428,44.7676607840832,0,"LDN_grid$WD_pop_den.scaled","model_10","A.distance1km"
"LDN_grid$count_sports.scaled",0.225523762332776,0.00743013262951977,30.3525890556481,0,"LDN_grid$count_sports.scaled","model_10","A.distance1km"
"LDN_grid$count_CHs.scaled",0.00652552021157283,0.00720279249296153,0.905970874206008,0.364951268780715,"LDN_grid$count_CHs.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.0969888680109757,0.0305829762454833,-3.17133516478141,0.00151739956975816,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.138969465018214,0.030890128482132,4.49883091611609,6.83281738833585e-06,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.0747608987485488,0.00767923021710156,9.73546783140544,0,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.distance1km"
