"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.475779351319353,0.018597706341982,25.5826897452048,0,"(Intercept)","model_10","A.lag4"
"LDN_grid$pc_f.scaled",-0.0443111468320331,0.0101713289544065,-4.35647564154694,1.3217339448035e-05,"LDN_grid$pc_f.scaled","model_10","A.lag4"
"LDN_grid$pc_65_plus.scaled",-0.0989179950249163,0.0363818308382093,-2.71888447463808,0.0065502481173223,"LDN_grid$pc_65_plus.scaled","model_10","A.lag4"
"LDN_grid$pc_50_plus.scaled",0.0354089833094379,0.0360194822667865,0.983050868060045,0.325582403668287,"LDN_grid$pc_50_plus.scaled","model_10","A.lag4"
"LDN_grid$pc_bad_gh.scaled",0.00778210791003171,0.01540598115697,0.505135494503116,0.613463672807047,"LDN_grid$pc_bad_gh.scaled","model_10","A.lag4"
"LDN_grid$avg_hos_dpr.scaled",-0.0483510035950604,0.0194125774951306,-2.49070498789708,0.0127489928966869,"LDN_grid$avg_hos_dpr.scaled","model_10","A.lag4"
"LDN_grid$pop_den.scaled",-0.561875994666387,0.0171795971551808,-32.7060052451197,0,"LDN_grid$pop_den.scaled","model_10","A.lag4"
"LDN_grid$WD_pop_den.scaled",0.885060008737552,0.0177511023225911,49.8594392986609,0,"LDN_grid$WD_pop_den.scaled","model_10","A.lag4"
"LDN_grid$count_sports.scaled",0.227931287549745,0.00747691917356705,30.4846531383601,0,"LDN_grid$count_sports.scaled","model_10","A.lag4"
"LDN_grid$count_CHs.scaled",0.00605600106269954,0.00725284580423374,0.834982740039012,0.403727426508066,"LDN_grid$count_CHs.scaled","model_10","A.lag4"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.10647607864102,0.0292924200327405,-3.6349362231598,0.000278049411883252,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.lag4"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.148139491431662,0.0294756955883143,5.02581833863124,5.01290253085429e-07,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.lag4"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.0785890444809528,0.00736969091056494,10.6638182570575,0,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.lag4"
