"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.486275651273886,0.0165615861584792,29.3616593616502,0,"(Intercept)","model_9","A.lag2"
"LDN_grid$pc_f.scaled",-0.0668810308985167,0.00985452645251235,-6.78683356534761,1.1462164550835e-11,"LDN_grid$pc_f.scaled","model_9","A.lag2"
"LDN_grid$pc_65_plus.scaled",-0.069746651801591,0.0166114386008027,-4.19871231370777,2.68437095811702e-05,"LDN_grid$pc_65_plus.scaled","model_9","A.lag2"
"LDN_grid$pc_bad_gh.scaled",0.0356152827130585,0.0161655896287182,2.20315395423547,0.0275838994569166,"LDN_grid$pc_bad_gh.scaled","model_9","A.lag2"
"LDN_grid$avg_hos_dpr.scaled",-0.0672550572986728,0.0199633324522216,-3.36892938389094,0.000754607591754164,"LDN_grid$avg_hos_dpr.scaled","model_9","A.lag2"
"LDN_grid$pop_den.scaled",-0.555963715312094,0.020485981263425,-27.1387398125123,0,"LDN_grid$pop_den.scaled","model_9","A.lag2"
"LDN_grid$WD_pop_den.scaled",0.867418174115037,0.0183160944422439,47.3582496994795,0,"LDN_grid$WD_pop_den.scaled","model_9","A.lag2"
"LDN_grid$count_sports.scaled",0.244423769930877,0.00774150202396119,31.573171352839,0,"LDN_grid$count_sports.scaled","model_9","A.lag2"
"LDN_grid$count_CHs.scaled",0.00524546859619216,0.00720799515392798,0.727729206828567,0.466779367771584,"LDN_grid$count_CHs.scaled","model_9","A.lag2"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0279586833002779,0.00844167303832544,3.31198367590698,0.000926369512021408,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.lag2"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.00589515845565183,0.0132921474302395,-0.443506851439249,0.657399164602873,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_9","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0623963187611179,0.00694714801863103,-8.98157324326212,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.lag2"
