"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.526821785968888,0.0229414702248856,22.9637325247543,0,"(Intercept)","model_9","A.lag4"
"LDN_grid$pc_f.scaled",-0.0713116452167448,0.00939725149388374,-7.58856408846336,3.24185123190546e-14,"LDN_grid$pc_f.scaled","model_9","A.lag4"
"LDN_grid$pc_65_plus.scaled",-0.0670214256131388,0.0159576057299303,-4.19996751062928,2.66953283394322e-05,"LDN_grid$pc_65_plus.scaled","model_9","A.lag4"
"LDN_grid$pc_bad_gh.scaled",0.0282397287847815,0.0154971534358048,1.82225264154229,0.0684166604313545,"LDN_grid$pc_bad_gh.scaled","model_9","A.lag4"
"LDN_grid$avg_hos_dpr.scaled",-0.0507402378067492,0.0196993056703991,-2.57573737144418,0.010002658944025,"LDN_grid$avg_hos_dpr.scaled","model_9","A.lag4"
"LDN_grid$pop_den.scaled",-0.574795410236877,0.019669888739138,-29.2220976874762,0,"LDN_grid$pop_den.scaled","model_9","A.lag4"
"LDN_grid$WD_pop_den.scaled",0.900479159003912,0.0176899600449987,50.9034026483568,0,"LDN_grid$WD_pop_den.scaled","model_9","A.lag4"
"LDN_grid$count_sports.scaled",0.250052330253468,0.0077894788005026,32.1012915828635,0,"LDN_grid$count_sports.scaled","model_9","A.lag4"
"LDN_grid$count_CHs.scaled",0.00530567620730256,0.00726441922265058,0.730364815780369,0.465167218893489,"LDN_grid$count_CHs.scaled","model_9","A.lag4"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0317414888295687,0.00812041536839774,3.90885039613826,9.27363675771176e-05,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.lag4"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",0.00194136449032215,0.0128547605094228,0.151022999526058,0.879957572985042,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_9","A.lag4"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0714183636261533,0.00698066495836284,-10.2308825953026,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.lag4"
