"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.470583090699974,0.0190143559727028,24.7488314290291,0,"(Intercept)","model_10","A.distance1.5km"
"LDN_grid$pc_f.scaled",-0.0445148674791855,0.0101867786838615,-4.36986694819515,1.24322263048704e-05,"LDN_grid$pc_f.scaled","model_10","A.distance1.5km"
"LDN_grid$pc_65_plus.scaled",-0.0961699006989313,0.0364665674530362,-2.63720737694286,0.00835917116884555,"LDN_grid$pc_65_plus.scaled","model_10","A.distance1.5km"
"LDN_grid$pc_50_plus.scaled",0.0317639328138886,0.0361093858720979,0.879658627438274,0.379044268385848,"LDN_grid$pc_50_plus.scaled","model_10","A.distance1.5km"
"LDN_grid$pc_bad_gh.scaled",0.0079000524596802,0.0154059403519622,0.51279261630232,0.608096395282554,"LDN_grid$pc_bad_gh.scaled","model_10","A.distance1.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0481106109762126,0.0194589243633185,-2.47241882839652,0.0134202186348837,"LDN_grid$avg_hos_dpr.scaled","model_10","A.distance1.5km"
"LDN_grid$pop_den.scaled",-0.552003023674469,0.0173497005810401,-31.8162853068313,0,"LDN_grid$pop_den.scaled","model_10","A.distance1.5km"
"LDN_grid$WD_pop_den.scaled",0.870608441374624,0.0180730426787458,48.1716585773613,0,"LDN_grid$WD_pop_den.scaled","model_10","A.distance1.5km"
"LDN_grid$count_sports.scaled",0.227560302772093,0.00748004101409413,30.422333559845,0,"LDN_grid$count_sports.scaled","model_10","A.distance1.5km"
"LDN_grid$count_CHs.scaled",0.00612398605313289,0.00725272762546121,0.844370059015343,0.398462648032111,"LDN_grid$count_CHs.scaled","model_10","A.distance1.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.104957219863266,0.0293118255569817,-3.58071248954559,0.000342658545776642,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.distance1.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.146938936554601,0.0294893604484562,4.98277800264379,6.26778457357702e-07,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.distance1.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.0791804919256799,0.00736920949485127,10.7447741824957,0,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.distance1.5km"
