"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.494857368990793,0.0204626015190303,24.1835022067245,0,"(Intercept)","model_7","A.distance1km"
"LDN_grid$pc_f.scaled",-0.0682085571368335,0.00994898654908143,-6.8558296667042,7.08988423525625e-12,"LDN_grid$pc_f.scaled","model_7","A.distance1km"
"LDN_grid$pc_65_plus.scaled",-0.00342799393112716,0.0403175850101945,-0.0850247833609175,0.9322416877761,"LDN_grid$pc_65_plus.scaled","model_7","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.0759331791298654,0.0387562831261008,-1.95924823035281,0.0500837233117228,"LDN_grid$pc_50_plus.scaled","model_7","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.0268285727157881,0.0162574018162213,1.65023741302987,0.0988943875261903,"LDN_grid$pc_bad_gh.scaled","model_7","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.054917952451462,0.0206222998902748,-2.66303723365794,0.00774388449416019,"LDN_grid$avg_hos_dpr.scaled","model_7","A.distance1km"
"LDN_grid$pop_den.scaled",-0.537074427320336,0.021243588967825,-25.2817180813362,0,"LDN_grid$pop_den.scaled","model_7","A.distance1km"
"LDN_grid$WD_pop_den.scaled",0.839384720202285,0.0189585388096353,44.2747581251191,0,"LDN_grid$WD_pop_den.scaled","model_7","A.distance1km"
"LDN_grid$count_sports.scaled",0.224797241359513,0.00745604438537994,30.1496651227429,0,"LDN_grid$count_sports.scaled","model_7","A.distance1km"
"LDN_grid$count_CHs.scaled",0.00608000376206228,0.00723409254590513,0.840465300033227,0.400647549538967,"LDN_grid$count_CHs.scaled","model_7","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.032086857815601,0.00870728745086005,3.68505783192349,0.000228650716138201,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.distance1km"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0444288659975269,0.0346677881335867,1.28156044528504,0.199996883258463,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.distance1km"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0359632134128481,0.0389208004057524,-0.924010118957696,0.35548104739864,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.distance1km"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.00389540877115608,0.00848577045577917,0.459051867058594,0.646196920243075,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.distance1km"
