"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.522908135595839,0.0237428777489332,22.0237892443065,0,"(Intercept)","model_8","A.distance1.5km"
"LDN_grid$pc_f.scaled",-0.0724369069762853,0.00946126011070627,-7.65615849566554,1.90958360235527e-14,"LDN_grid$pc_f.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_65_plus.scaled",-0.00993528519812722,0.0381164128081161,-0.260656354210008,0.794357527023878,"LDN_grid$pc_65_plus.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_50_plus.scaled",-0.0649584704994619,0.0364030769054145,-1.78442252747597,0.0743550332057228,"LDN_grid$pc_50_plus.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_bad_gh.scaled",0.0282087002848138,0.0155218429817064,1.81735508586576,0.0691627602710558,"LDN_grid$pc_bad_gh.scaled","model_8","A.distance1.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0506948883554113,0.0198037184461771,-2.55986715288802,0.0104712182606406,"LDN_grid$avg_hos_dpr.scaled","model_8","A.distance1.5km"
"LDN_grid$pop_den.scaled",-0.561912253053188,0.0202880245743217,-27.6967454862211,0,"LDN_grid$pop_den.scaled","model_8","A.distance1.5km"
"LDN_grid$WD_pop_den.scaled",0.880004726770106,0.0182837389051717,48.1304579623585,0,"LDN_grid$WD_pop_den.scaled","model_8","A.distance1.5km"
"LDN_grid$count_sports.scaled",0.249296246665307,0.00779499813913366,31.9815658984896,0,"LDN_grid$count_sports.scaled","model_8","A.distance1.5km"
"LDN_grid$count_CHs.scaled",0.00250456141321176,0.00772769333994624,0.324102070700076,0.745860759282413,"LDN_grid$count_CHs.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0326078343626168,0.00836079032709444,3.90008995404968,9.61569545754326e-05,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0391656192647028,0.0331666608670581,1.18087314914487,0.237653119468935,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0362446375399109,0.0371382930440903,-0.975937087277586,0.329095641929562,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1.5km"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.00106259590447825,0.00813862827504265,0.130562039273464,0.896121773873747,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0707927726847826,0.00702668372699164,-10.0748483118496,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_8","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.00725410686309475,0.00757129933530517,0.958105939527269,0.338009340742446,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_8","A.distance1.5km"
