"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.453112887380541,0.0125897119454241,35.9907271385371,0,"(Intercept)","model_7","A.queen_shared_edge"
"LDN_grid$pc_f.scaled",-0.0494958809824066,0.00950151606942884,-5.2092614084672,1.89593837518487e-07,"LDN_grid$pc_f.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.00918907906155254,0.0388235592919773,-0.236688217905137,0.812898676031837,"LDN_grid$pc_65_plus.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.0392390701330626,0.0372619111403022,-1.05306112682508,0.292312977563748,"LDN_grid$pc_50_plus.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.029070890710129,0.0156318351973499,1.85972346452689,0.0629246604810261,"LDN_grid$pc_bad_gh.scaled","model_7","A.queen_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.063012422378128,0.0181417218692953,-3.47334298431595,0.000514018023694218,"LDN_grid$avg_hos_dpr.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pop_den.scaled",-0.546252185153358,0.0196756618679604,-27.7628365855823,0,"LDN_grid$pop_den.scaled","model_7","A.queen_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.871635720457099,0.0172909996351732,50.409793467581,0,"LDN_grid$WD_pop_den.scaled","model_7","A.queen_shared_edge"
"LDN_grid$count_sports.scaled",0.218311323794119,0.00711486498994911,30.6838322445358,0,"LDN_grid$count_sports.scaled","model_7","A.queen_shared_edge"
"LDN_grid$count_CHs.scaled",0.00821765630205507,0.00688814495290554,1.19301442670551,0.232863723043292,"LDN_grid$count_CHs.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.011435417528497,0.00811713894760262,1.40879903649727,0.158894600147718,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0373190790558885,0.0334943083942385,1.11419165956888,0.265196972734294,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.024933619290417,0.0378175364762197,-0.659313683906821,0.50969435705767,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.queen_shared_edge"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.00768406946802384,0.00810347244104135,0.948244042776849,0.34300523043646,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.queen_shared_edge"
