"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.464625388828729,0.0174670954890766,26.6000371452306,0,"(Intercept)","model_6","A.nearest4"
"LDN_grid$pc_f.scaled",-0.0781178209944578,0.012488769030657,-6.25504569767417,3.97399446683266e-10,"LDN_grid$pc_f.scaled","model_6","A.nearest4"
"LDN_grid$pc_65_plus.scaled",0.0761109296786443,0.0490849325744997,1.55059660239169,0.12099838688729,"LDN_grid$pc_65_plus.scaled","model_6","A.nearest4"
"LDN_grid$pc_50_plus.scaled",-0.282627246324684,0.0485243688835684,-5.82443940698813,5.73046232688057e-09,"LDN_grid$pc_50_plus.scaled","model_6","A.nearest4"
"LDN_grid$pc_bad_gh.scaled",0.0753590191204745,0.0202089953712637,3.72898393690721,0.000192253405421505,"LDN_grid$pc_bad_gh.scaled","model_6","A.nearest4"
"LDN_grid$avg_hos_dpr.scaled",-0.125219692500892,0.0248976752554747,-5.02937287180485,4.92086632775113e-07,"LDN_grid$avg_hos_dpr.scaled","model_6","A.nearest4"
"LDN_grid$pop_den.scaled",0.0428012390670388,0.01560497979463,2.7427936229541,0.00609189589610026,"LDN_grid$pop_den.scaled","model_6","A.nearest4"
"LDN_grid$count_sports.scaled",0.223211527368884,0.0074607168964647,29.9182411645527,0,"LDN_grid$count_sports.scaled","model_6","A.nearest4"
"LDN_grid$count_CHs.scaled",0.0160239327939768,0.007234804221178,2.2148398635406,0.0267710579737908,"LDN_grid$count_CHs.scaled","model_6","A.nearest4"
