"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.476923955328753,0.0129126061098637,36.9347559486414,0,"(Intercept)","model_7","A.distance0.5km"
"LDN_grid$pc_f.scaled",-0.0651737034482918,0.00976564205891373,-6.67377557513523,2.49305021071677e-11,"LDN_grid$pc_f.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled",-0.0245286261578015,0.0396851082480055,-0.618081372098419,0.536521700821431,"LDN_grid$pc_65_plus.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled",-0.0359621990593827,0.0380893918053696,-0.94415261979355,0.34509166312587,"LDN_grid$pc_50_plus.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled",0.0386037480179347,0.0161042058029263,2.39712212389387,0.0165244152050346,"LDN_grid$pc_bad_gh.scaled","model_7","A.distance0.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0840554106569998,0.018828747723097,-4.46420611148186,8.03661738935091e-06,"LDN_grid$avg_hos_dpr.scaled","model_7","A.distance0.5km"
"LDN_grid$pop_den.scaled",-0.606132122278302,0.0201658871504535,-30.057300120549,0,"LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$WD_pop_den.scaled",0.938501555255318,0.0177923583502349,52.7474512811243,0,"LDN_grid$WD_pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$count_sports.scaled",0.219392636975405,0.00742607768698613,29.5435418565417,0,"LDN_grid$count_sports.scaled","model_7","A.distance0.5km"
"LDN_grid$count_CHs.scaled",0.00739146585347003,0.007198656793263,1.02678403287506,0.304522169567422,"LDN_grid$count_CHs.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0193477745589003,0.0085113097824297,2.27318415772397,0.0230150845747783,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0482924139556208,0.0341855017415143,1.41265774949781,0.157756380111366,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0398264731487083,0.0383508336539021,-1.03847737726181,0.299047862181769,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.0076089230075124,0.00850500192030155,0.894640951150146,0.370979053397584,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
