"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.383259232507688,0.0316255074788122,12.1186745466284,0,"(Intercept)","A.distance1km"
"LDN_grid_map$pc_f.scaled",-0.0380029467565794,0.0102242677966969,-3.71693577596401,0.000201653678040481,"LDN_grid_map$pc_f.scaled","A.distance1km"
"LDN_grid_map$pc_65_p.scaled",-0.0606247738879505,0.0160875964182306,-3.76841712782215,0.000164286008329961,"LDN_grid_map$pc_65_p.scaled","A.distance1km"
"LDN_grid_map$pc_bd_g.scaled",0.0263279889671052,0.0164706909672258,1.59847507426944,0.109937288369554,"LDN_grid_map$pc_bd_g.scaled","A.distance1km"
"LDN_grid_map$avg_dpr.scaled",-0.0284789983595278,0.0216270293574554,-1.31682432611626,0.187897516793289,"LDN_grid_map$avg_dpr.scaled","A.distance1km"
"LDN_grid_map$pop_den.scaled",-0.375051030674053,0.0189393561583484,-19.8027339228599,0,"LDN_grid_map$pop_den.scaled","A.distance1km"
"LDN_grid_map$WD_pp_d.scaled",0.598453771822971,0.0205796792765454,29.0798395728658,0,"LDN_grid_map$WD_pp_d.scaled","A.distance1km"
"LDN_grid_map$cnt_spr.scaled",0.235004465760543,0.00722241705259477,32.5382021073005,0,"LDN_grid_map$cnt_spr.scaled","A.distance1km"
"LDN_grid_map$cnt_CHs.scaled",0.00678655511306001,0.00698498970143294,0.971591284045528,0.331253920330162,"LDN_grid_map$cnt_CHs.scaled","A.distance1km"
