"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.36956490538882,0.0334387360817927,11.0519998269327,0,"(Intercept)","A.lag4"
"LDN_grid_map$pc_f.scaled",-0.0512402906649741,0.00953944791631068,-5.37141049613183,7.81231417334993e-08,"LDN_grid_map$pc_f.scaled","A.lag4"
"LDN_grid_map$pc_65_p.scaled",-0.0519488356566889,0.0146559279747014,-3.5445613369799,0.00039326699012654,"LDN_grid_map$pc_65_p.scaled","A.lag4"
"LDN_grid_map$pc_bd_g.scaled",0.0279504133838175,0.0154707869946467,1.80665750187686,0.070815697841957,"LDN_grid_map$pc_bd_g.scaled","A.lag4"
"LDN_grid_map$avg_dpr.scaled",-0.0327141511369464,0.0200161634312456,-1.63438669200107,0.102177680798998,"LDN_grid_map$avg_dpr.scaled","A.lag4"
"LDN_grid_map$pop_den.scaled",-0.454004020788553,0.0175447791312927,-25.8768729655192,0,"LDN_grid_map$pop_den.scaled","A.lag4"
"LDN_grid_map$WD_pp_d.scaled",0.707534332219868,0.0191017675297366,37.0402545794998,0,"LDN_grid_map$WD_pp_d.scaled","A.lag4"
"LDN_grid_map$cnt_spr.scaled",0.23902834584536,0.00731131409425231,32.6929390208073,0,"LDN_grid_map$cnt_spr.scaled","A.lag4"
"LDN_grid_map$cnt_CHs.scaled",0.00606142619369458,0.00707228318935734,0.857067799945577,0.391407415526209,"LDN_grid_map$cnt_CHs.scaled","A.lag4"
