"","var_name","estimate","p.value"
"1","pc_f.scaled",0.724415727156386,0
"2","pc_50_plus.scaled",0.880400957819379,0
"3","pc_65_plus.scaled",0.881456305200079,0
"4","pc_bad_gh.scaled",0.702451825661624,0
"5","avg_hos_dpr.scaled",0.839021810879701,0
"6","pop_den.scaled",0.839190014728787,0
"7","WD_pop_den.scaled",0.859710616559697,0
"8","count_sports.scaled",0.094877029420585,1.3876107219194e-140
"9","count_CHs.scaled",0.0242450994694266,4.89393212468157e-11
