"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.462413474771709,0.0110032754594791,42.0250748492669,0,"(Intercept)","model_5","A.nearest4"
"LDN_grid$pc_f.scaled",-0.0529279546007085,0.0089915453408619,-5.88641358011937,3.94665966574337e-09,"LDN_grid$pc_f.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled",-0.600354891494695,0.0184733617228673,-32.4984104409943,0,"LDN_grid$pop_den.scaled","model_5","A.nearest4"
"LDN_grid$pc_65_plus.scaled",-0.0260633967037361,0.036619793473772,-0.711729756815897,0.47663213734294,"LDN_grid$pc_65_plus.scaled","model_5","A.nearest4"
"LDN_grid$pc_50_plus.scaled",-0.024616836330689,0.035144056042249,-0.700455186535542,0.483643082167044,"LDN_grid$pc_50_plus.scaled","model_5","A.nearest4"
"LDN_grid$pc_bad_gh.scaled",0.0453592178021805,0.0150438520450932,3.01513320300004,0.00256866419186874,"LDN_grid$pc_bad_gh.scaled","model_5","A.nearest4"
"LDN_grid$avg_hos_dpr.scaled",-0.0817434128109737,0.0171737415261784,-4.7597905608612,1.93793951352994e-06,"LDN_grid$avg_hos_dpr.scaled","model_5","A.nearest4"
"LDN_grid$WD_pop_den.scaled",0.939039795144575,0.0162331961570659,57.8468827739652,0,"LDN_grid$WD_pop_den.scaled","model_5","A.nearest4"
"LDN_grid$count_sports.scaled",0.239341071293974,0.00749231827895197,31.9448617080711,0,"LDN_grid$count_sports.scaled","model_5","A.nearest4"
"LDN_grid$count_CHs.scaled",0.00440615486635399,0.00739871089475717,0.595530076661903,0.551489200731777,"LDN_grid$count_CHs.scaled","model_5","A.nearest4"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0117535380489166,0.00794475490004109,1.47940851502616,0.1390311657229,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled",-0.00245914215894895,0.0376356107047423,-0.065340833133846,0.947902631650669,"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.0188239999238336,0.0325167531825441,0.578901583997594,0.562655581342066,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled",-0.0222838570337211,0.0131108708334671,-1.6996473626175,0.089197275842634,"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled",0.0425644885045275,0.014598659337706,2.91564365740013,0.0035495565314736,"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0596523109816364,0.00670184022478949,-8.90088527640334,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_5","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.0108098631955963,0.00728627795432383,1.48359193313253,0.137917210770656,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_5","A.nearest4"
