"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.448209762495239,0.0264355169071292,16.9548325485689,0,"(Intercept)","model_9","A.distance1.5km"
"LDN_grid$pc_f.scaled",-0.0570414063491134,0.00928230995876054,-6.14517362623496,7.9876083525221e-10,"LDN_grid$pc_f.scaled","model_9","A.distance1.5km"
"LDN_grid$pop_den.scaled",-0.492729788606274,0.0192000144426098,-25.6629905190477,0,"LDN_grid$pop_den.scaled","model_9","A.distance1.5km"
"LDN_grid$pc_50_plus.scaled",-0.0592334400384981,0.0146394511462443,-4.04615169289965,5.20665003631571e-05,"LDN_grid$pc_50_plus.scaled","model_9","A.distance1.5km"
"LDN_grid$pc_bad_gh.scaled",0.0191455731688021,0.0148714735642679,1.28740256209739,0.197954011783438,"LDN_grid$pc_bad_gh.scaled","model_9","A.distance1.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0217986929263225,0.0187413594403711,-1.16313296245552,0.244775560194156,"LDN_grid$avg_hos_dpr.scaled","model_9","A.distance1.5km"
"LDN_grid$WD_pop_den.scaled",0.781914339341747,0.0185825161783824,42.0779582181325,0,"LDN_grid$WD_pop_den.scaled","model_9","A.distance1.5km"
"LDN_grid$count_sports.scaled",0.250202211947749,0.00755941290576101,33.0981010121925,0,"LDN_grid$count_sports.scaled","model_9","A.distance1.5km"
"LDN_grid$count_CHs.scaled",0.00590612908047959,0.00694800916234201,0.850046242381288,0.395299377384461,"LDN_grid$count_CHs.scaled","model_9","A.distance1.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0284050661708794,0.00778307064673073,3.64959634316192,0.00026265271792103,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.00934742825944252,0.0109875100538615,0.850732168946451,0.394918149119825,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_9","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0640341995845404,0.00673663740438142,-9.50536532408488,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.distance1.5km"
