"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.457695129562684,0.0124099702016248,36.8812432364068,0,"(Intercept)","model_4","A.distance0.5km"
"LDN_grid$pc_f.scaled",-0.0503440281868276,0.00944947910252661,-5.32770406078432,9.9462006408757e-08,"LDN_grid$pc_f.scaled","model_4","A.distance0.5km"
"LDN_grid$pop_den.scaled",-0.560819853184468,0.0196153443030983,-28.5908748028391,0,"LDN_grid$pop_den.scaled","model_4","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled",-0.0130310031376065,0.0386437970601805,-0.337208145392989,0.735959997396792,"LDN_grid$pc_65_plus.scaled","model_4","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled",-0.0383413690342222,0.0371675112881572,-1.03158289875704,0.30226755504143,"LDN_grid$pc_50_plus.scaled","model_4","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled",0.0310348912770345,0.0155602661009463,1.99449617864485,0.0460978571690982,"LDN_grid$pc_bad_gh.scaled","model_4","A.distance0.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0677264146938928,0.0180346741635996,-3.75534451465661,0.000173103199506919,"LDN_grid$avg_hos_dpr.scaled","model_4","A.distance0.5km"
"LDN_grid$WD_pop_den.scaled",0.891000778662537,0.0172954936241657,51.5163543767037,0,"LDN_grid$WD_pop_den.scaled","model_4","A.distance0.5km"
"LDN_grid$count_sports.scaled",0.218722471221584,0.0071251782298113,30.6971228181301,0,"LDN_grid$count_sports.scaled","model_4","A.distance0.5km"
"LDN_grid$count_CHs.scaled",0.00801077193162123,0.00689740490643524,1.16141824936901,0.245471851034706,"LDN_grid$count_CHs.scaled","model_4","A.distance0.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.010065883494005,0.00808865618325779,1.24444447457659,0.213336023024959,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_4","A.distance0.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled",-0.0318838249775545,0.0377189222318383,-0.845300530635035,0.397943064872024,"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled","model_4","A.distance0.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.0434243118583835,0.0334113441268394,1.29968766576801,0.193708039460295,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_4","A.distance0.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled",0.00715398134396671,0.00806807236748641,0.886702674209591,0.375238998218529,"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled","model_4","A.distance0.5km"
