"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.446027636851347,0.0178041364038802,25.0519107882223,0,"(Intercept)","model_5","A.lag2"
"LDN_grid$pc_f.scaled",-0.0515529981628534,0.00986531653557795,-5.22568109973303,1.73515193768736e-07,"LDN_grid$pc_f.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled",-0.479911685353224,0.0209104242984113,-22.950834402231,0,"LDN_grid$pop_den.scaled","model_5","A.lag2"
"LDN_grid$pc_65_plus.scaled",0.0163868502775628,0.0401139806845851,0.408507208656555,0.682901339299144,"LDN_grid$pc_65_plus.scaled","model_5","A.lag2"
"LDN_grid$pc_50_plus.scaled",-0.0839680522343378,0.0387521014356524,-2.16679997015817,0.0302501097334387,"LDN_grid$pc_50_plus.scaled","model_5","A.lag2"
"LDN_grid$pc_bad_gh.scaled",0.0304271718622873,0.0162639926617567,1.8708303978662,0.0613685928110979,"LDN_grid$pc_bad_gh.scaled","model_5","A.lag2"
"LDN_grid$avg_hos_dpr.scaled",-0.0474670450799108,0.0202203025499685,-2.34749430492497,0.0189001620891875,"LDN_grid$avg_hos_dpr.scaled","model_5","A.lag2"
"LDN_grid$WD_pop_den.scaled",0.760936620383898,0.0185233376798516,41.0798870881456,0,"LDN_grid$WD_pop_den.scaled","model_5","A.lag2"
"LDN_grid$count_sports.scaled",0.242886465771594,0.00748803617823513,32.4366042030582,0,"LDN_grid$count_sports.scaled","model_5","A.lag2"
"LDN_grid$count_CHs.scaled",0.00288998539854622,0.0073833544428041,0.391419025178025,0.695487531794262,"LDN_grid$count_CHs.scaled","model_5","A.lag2"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0249690691905417,0.00841102033463906,2.96861358041327,0.00299146523769611,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled",0.028606803722638,0.0405442392289412,0.70557011961931,0.480455511699257,"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",-0.00754069062510058,0.0349722247758256,-0.215619414362024,0.829284421283885,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled",-0.0241579075855696,0.0140429697465104,-1.72028481308754,0.0853806826599628,"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled",0.0486933439854922,0.015932009547307,3.05632154191892,0.00224070821482059,"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0568635895205613,0.00671406419645696,-8.46932466784702,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_5","A.lag2"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.00698940897146822,0.00727936427130587,0.960167496908953,0.336970922412666,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_5","A.lag2"
