"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.455557710299354,0.0123961719510615,36.749870209758,0,"(Intercept)","model_5","A.queen_shared_edge"
"LDN_grid$pc_f.scaled",-0.0481734178573544,0.00941175851599325,-5.11842901361038,3.08091154144208e-07,"LDN_grid$pc_f.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled",-0.55624970372964,0.0194857329570496,-28.5465116942598,0,"LDN_grid$pop_den.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.00900646682348746,0.0384492948236224,-0.23424270496514,0.814796563317451,"LDN_grid$pc_65_plus.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.0440644593869225,0.0368973815563004,-1.19424353513233,0.232382717915216,"LDN_grid$pc_50_plus.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0388526127825029,0.0156996996816031,2.47473605039913,0.0133334676776895,"LDN_grid$pc_bad_gh.scaled","model_5","A.queen_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0722729145876699,0.0182651944760381,-3.95686532013025,7.59397166156806e-05,"LDN_grid$avg_hos_dpr.scaled","model_5","A.queen_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.878189309446667,0.0171134711082402,51.3156742949604,0,"LDN_grid$WD_pop_den.scaled","model_5","A.queen_shared_edge"
"LDN_grid$count_sports.scaled",0.23862596956439,0.00747848442105057,31.9083327756492,0,"LDN_grid$count_sports.scaled","model_5","A.queen_shared_edge"
"LDN_grid$count_CHs.scaled",0.00389973803813524,0.00737412173823147,0.52884101681111,0.596915741581719,"LDN_grid$count_CHs.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0151385124488775,0.00815211675227933,1.85700388118764,0.063310601901154,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled",0.0168300037544619,0.0391079988143807,0.430346841175448,0.666943358304031,"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.000614072816961197,0.0337589739407674,0.0181899135334691,0.985487349140996,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled",-0.0193826713791788,0.0135998716477774,-1.42520987559073,0.154096542497173,"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled",0.0433014267312911,0.0152303396012836,2.8431031654502,0.00446766065120729,"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0571569778868356,0.00669734742994422,-8.53427099082294,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_5","A.queen_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.00961606142102694,0.00726484171824029,1.32364362418018,0.185621429758337,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_5","A.queen_shared_edge"
