"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.445285458483076,0.0267874105718078,16.6229377523975,0,"(Intercept)","model_5","A.distance1.5km"
"LDN_grid$pc_f.scaled",-0.0563754819412035,0.00932627470546016,-6.04480178009317,1.49593804010806e-09,"LDN_grid$pc_f.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled",-0.493087728973214,0.0202192986032426,-24.3869848627755,0,"LDN_grid$pop_den.scaled","model_5","A.distance1.5km"
"LDN_grid$pc_65_plus.scaled",0.0112433523357052,0.0373349160909641,0.301148456000584,0.763301292456428,"LDN_grid$pc_65_plus.scaled","model_5","A.distance1.5km"
"LDN_grid$pc_50_plus.scaled",-0.073903767513676,0.03595741933952,-2.05531344771592,0.0398487392665896,"LDN_grid$pc_50_plus.scaled","model_5","A.distance1.5km"
"LDN_grid$pc_bad_gh.scaled",0.025295844319544,0.0152521032641226,1.65851514912354,0.097213532380678,"LDN_grid$pc_bad_gh.scaled","model_5","A.distance1.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0303334263588102,0.0195300913120003,-1.55316357072902,0.120384061964258,"LDN_grid$avg_hos_dpr.scaled","model_5","A.distance1.5km"
"LDN_grid$WD_pop_den.scaled",0.781161047919909,0.018687829775609,41.8005224415874,0,"LDN_grid$WD_pop_den.scaled","model_5","A.distance1.5km"
"LDN_grid$count_sports.scaled",0.249568069515207,0.00756080012113613,33.0081559513181,0,"LDN_grid$count_sports.scaled","model_5","A.distance1.5km"
"LDN_grid$count_CHs.scaled",0.0030164069350073,0.0074532865144785,0.404708302726284,0.685691938455467,"LDN_grid$count_CHs.scaled","model_5","A.distance1.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0302407408338434,0.00808085288910865,3.74227092719406,0.000182364747389085,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled",0.0120045220197241,0.0382147417291572,0.314133276231587,0.753419817018471,"LDN_grid$pop_den.scaled:LDN_grid$pc_65_plus.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.0127273955539588,0.0329247919753442,0.386559634560173,0.699082246055454,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled",-0.0342599751725333,0.0133249396287101,-2.5711167275172,0.0101371152941701,"LDN_grid$pop_den.scaled:LDN_grid$pc_bad_gh.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled",0.04694498401969,0.0149752950971946,3.13482864377641,0.00171954523331608,"LDN_grid$pop_den.scaled:LDN_grid$avg_hos_dpr.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0630077540281548,0.00676295382251996,-9.31660272739779,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_5","A.distance1.5km"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.00736682958586831,0.00735847282598767,1.00113566497808,0.31676122458583,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_5","A.distance1.5km"
