"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.415407199207693,0.0210137608527268,19.7683414272695,0,"(Intercept)","model_10","A.distance1km"
"LDN_grid$pc_f.scaled",-0.0369557745701178,0.0103998060707628,-3.55350612488942,0.00038013234537293,"LDN_grid$pc_f.scaled","model_10","A.distance1km"
"LDN_grid$pc_65_plus.scaled",-0.0170772719074344,0.0386862528262366,-0.441429982483411,0.658901740353754,"LDN_grid$pc_65_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.0486462087828639,0.0385327663714613,-1.2624634399178,0.206782073848507,"LDN_grid$pc_50_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.00482562871636263,0.0159886470349056,0.301815951395234,0.762792370151788,"LDN_grid$pc_bad_gh.scaled","model_10","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.0145648180293338,0.020459353812287,-0.711890422491586,0.476532633376965,"LDN_grid$avg_hos_dpr.scaled","model_10","A.distance1km"
"LDN_grid$pop_den.scaled",-0.455313405026058,0.0182292586572251,-24.9770664615369,0,"LDN_grid$pop_den.scaled","model_10","A.distance1km"
"LDN_grid$WD_pop_den.scaled",0.716104490439452,0.0196720846326108,36.4020643370124,0,"LDN_grid$WD_pop_den.scaled","model_10","A.distance1km"
"LDN_grid$count_sports.scaled",0.224863605982146,0.00713556771778274,31.5130645346911,0,"LDN_grid$count_sports.scaled","model_10","A.distance1km"
"LDN_grid$count_CHs.scaled",0.0073251345228324,0.0068983294649016,1.06187078481861,0.288294349668559,"LDN_grid$count_CHs.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.0766761012920489,0.0291201416374857,-2.63309506686415,0.00846106608689712,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.0952431970629771,0.0290945204609767,3.27357851423339,0.00106194883595689,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.0388241240767227,0.00745046940764026,5.21096349136198,1.87862422063034e-07,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.distance1km"
