"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.433771391826092,0.0103736770249122,41.8146227981068,0,"(Intercept)","model_10","A.queen_shared_edge"
"LDN_grid$pc_f.scaled",-0.0347595251829403,0.00990179099982116,-3.51042808150244,0.000447385811370715,"LDN_grid$pc_f.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.057677244817899,0.0370190861036672,-1.55804075379877,0.119223587636922,"LDN_grid$pc_65_plus.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pc_50_plus.scaled",0.0153874460293921,0.0367359792588166,0.418865818738156,0.675314199050014,"LDN_grid$pc_50_plus.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0149474214321416,0.0155725002777325,0.959860084479518,0.337125637560807,"LDN_grid$pc_bad_gh.scaled","model_10","A.queen_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0530018583611977,0.0180488327819513,-2.9365809413559,0.00331852205654992,"LDN_grid$avg_hos_dpr.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pop_den.scaled",-0.540103600482158,0.0169001256111519,-31.9585553923789,0,"LDN_grid$pop_den.scaled","model_10","A.queen_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.861705281928234,0.0172099029725132,50.0703161025666,0,"LDN_grid$WD_pop_den.scaled","model_10","A.queen_shared_edge"
"LDN_grid$count_sports.scaled",0.219852720047234,0.00710778336671127,30.9312634761628,0,"LDN_grid$count_sports.scaled","model_10","A.queen_shared_edge"
"LDN_grid$count_CHs.scaled",0.00844399146337271,0.00687413123116276,1.22837216506622,0.219307291956853,"LDN_grid$count_CHs.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.0493472058681815,0.028055918414782,-1.75888755943137,0.0785966086302292,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.0701001755330533,0.0280993389937868,2.49472685277592,0.0126054122599712,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.queen_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.0498486901459721,0.00763274805614004,6.53089683811483,6.53770371172868e-11,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.queen_shared_edge"
