"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.450991080376409,0.0219626467852613,20.5344594750329,0,"(Intercept)","model_7","A.lag4"
"LDN_grid$pc_f.scaled",-0.0611810933952017,0.00922991105721903,-6.62856803450451,3.38959971202257e-11,"LDN_grid$pc_f.scaled","model_7","A.lag4"
"LDN_grid$pc_65_plus.scaled",-0.00338060537391282,0.0371599154680234,-0.0909745173349999,0.927512839294459,"LDN_grid$pc_65_plus.scaled","model_7","A.lag4"
"LDN_grid$pc_50_plus.scaled",-0.0540663775089508,0.0355827637909853,-1.51945413308924,0.128648224896404,"LDN_grid$pc_50_plus.scaled","model_7","A.lag4"
"LDN_grid$pc_bad_gh.scaled",0.021146261389495,0.0150178496575954,1.40807518197521,0.15910880901606,"LDN_grid$pc_bad_gh.scaled","model_7","A.lag4"
"LDN_grid$avg_hos_dpr.scaled",-0.0321192398907587,0.0189176017596401,-1.69784945781467,0.0895361785571001,"LDN_grid$avg_hos_dpr.scaled","model_7","A.lag4"
"LDN_grid$pop_den.scaled",-0.518797278644675,0.019608495652276,-26.4577807418111,0,"LDN_grid$pop_den.scaled","model_7","A.lag4"
"LDN_grid$WD_pop_den.scaled",0.827873017003233,0.017480341689912,47.3602308060719,0,"LDN_grid$WD_pop_den.scaled","model_7","A.lag4"
"LDN_grid$count_sports.scaled",0.228717979021655,0.00721690285394833,31.6919852809886,0,"LDN_grid$count_sports.scaled","model_7","A.lag4"
"LDN_grid$count_CHs.scaled",0.00614747674996045,0.00699148323847519,0.87928076779616,0.379249061031169,"LDN_grid$count_CHs.scaled","model_7","A.lag4"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0256350303830423,0.00798902676887813,3.20878013363349,0.00133299383850183,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.lag4"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0591533492703737,0.0323714679198231,1.82732983925484,0.0676501913414052,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.lag4"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0423121642242346,0.0366097380360836,-1.15576255100571,0.247778294799855,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.lag4"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",-0.00514520341544998,0.00775840316000909,-0.663178144952699,0.507216466925239,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.lag4"
