"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.460064771786503,0.0113340760578106,40.5912903213191,0,"(Intercept)","model_3","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.0519019496429656,0.00915254318760084,-5.67076806731471,1.42158742555409e-08,"LDN_grid$pc_f.scaled","model_3","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.0285181677124514,0.0372810784503908,-0.764950181105944,0.444301210859147,"LDN_grid$pc_65_plus.scaled","model_3","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.580091906886344,0.0186219233147087,-31.1510200682736,0,"LDN_grid$pop_den.scaled","model_3","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.0142194548338619,0.0354545751657848,-0.401061210503073,0.688375058514404,"LDN_grid$pc_50_plus.scaled","model_3","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0342365310499906,0.0151258321190437,2.26344777467722,0.0236081005489104,"LDN_grid$pc_bad_gh.scaled","model_3","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0699841987034265,0.0173030049652026,-4.04462686360948,5.2406524277071e-05,"LDN_grid$avg_hos_dpr.scaled","model_3","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.923863956620454,0.0164526846167428,56.1527785976218,0,"LDN_grid$WD_pop_den.scaled","model_3","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.216129501210489,0.00709412869105451,30.4659684963175,0,"LDN_grid$count_sports.scaled","model_3","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",0.00982405226833603,0.00687813850131358,1.42830102453736,0.153205233085385,"LDN_grid$count_CHs.scaled","model_3","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0406908596249327,0.0366202884707182,-1.11115617391898,0.266501131937494,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_3","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.0563217890270833,0.0321615083064695,1.75121727782132,0.0799084904120557,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_3","A.rook_shared_edge"
