"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.464624144548969,0.0109074407270662,42.5969900891627,0,"(Intercept)","model_9","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.0506204683922556,0.00908415112960579,-5.57239390561001,2.51262508577099e-08,"LDN_grid$pc_f.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.581605826913547,0.0178691994977622,-32.5479508461687,0,"LDN_grid$pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.0386925099530858,0.0134749861453968,-2.87143226238519,0.00408616345413026,"LDN_grid$pc_50_plus.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0365154412987039,0.0148671732143097,2.45611191665928,0.0140449409568335,"LDN_grid$pc_bad_gh.scaled","model_9","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0663469267797088,0.0167395078984564,-3.96349326289496,7.38609489376874e-05,"LDN_grid$avg_hos_dpr.scaled","model_9","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.923082290456957,0.0164188381984542,56.2209261885449,0,"LDN_grid$WD_pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.237146502136443,0.00745928908601044,31.7921050386961,0,"LDN_grid$count_sports.scaled","model_9","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",0.00894277758460054,0.00685551430446604,1.30446487126061,0.192075129369694,"LDN_grid$count_CHs.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0117669993879291,0.00764182251107906,1.53981584509054,0.123605248482751,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.00829457673338431,0.0100898733790549,0.822069457343504,0.411037367260028,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_9","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0589420775383373,0.0066498423001227,-8.86368050220526,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.rook_shared_edge"
