"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.437043239635519,0.0239446142571699,18.2522564340184,0,"(Intercept)","model_3","A.distance1km"
"LDN_grid$pc_f.scaled",-0.0488209508582106,0.00987327276928424,-4.94475864275649,7.62382602603751e-07,"LDN_grid$pc_f.scaled","model_3","A.distance1km"
"LDN_grid$pc_65_plus.scaled",0.0218722704183366,0.0399643919619646,0.547293962063859,0.584176791347915,"LDN_grid$pc_65_plus.scaled","model_3","A.distance1km"
"LDN_grid$pop_den.scaled",-0.449601795560141,0.021260300228503,-21.1474810199234,0,"LDN_grid$pop_den.scaled","model_3","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.0890535733984268,0.0385993677771863,-2.30712518175132,0.0210478424979106,"LDN_grid$pc_50_plus.scaled","model_3","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.0129874147310888,0.0159928791753927,0.812074835847679,0.416748691515248,"LDN_grid$pc_bad_gh.scaled","model_3","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.0185037389848176,0.0205560890461943,-0.900158534205384,0.368035889485063,"LDN_grid$avg_hos_dpr.scaled","model_3","A.distance1km"
"LDN_grid$WD_pop_den.scaled",0.720619289003997,0.0197353357214473,36.5141641963996,0,"LDN_grid$WD_pop_den.scaled","model_3","A.distance1km"
"LDN_grid$count_sports.scaled",0.224294742921768,0.00714242243823872,31.4031751637862,0,"LDN_grid$count_sports.scaled","model_3","A.distance1km"
"LDN_grid$count_CHs.scaled",0.00721719070852666,0.0069119929736858,1.04415480976366,0.296413770885174,"LDN_grid$count_CHs.scaled","model_3","A.distance1km"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.037048748410114,0.0387064125169179,-0.957173398436774,0.338479741492915,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_3","A.distance1km"
"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled",0.0548400271462228,0.0337733044481031,1.62376847757054,0.104425230041968,"LDN_grid$pop_den.scaled:LDN_grid$pc_50_plus.scaled","model_3","A.distance1km"
