"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.443759173632798,0.0213517497151939,20.7832697344246,0,"(Intercept)","model_10","A.nearest4"
"sign(LDN_grid$pc_f.scaled)",0.00552767551553247,0.0109689353018802,0.503939111992478,0.614304164749373,"sign(LDN_grid$pc_f.scaled)","model_10","A.nearest4"
"LDN_grid$pc_f.scaled",-0.0540362375603441,0.0123218847698412,-4.38538734695867,1.15779565748042e-05,"LDN_grid$pc_f.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_65_plus.scaled)",0.0143036749643284,0.017369676737673,0.823485386651164,0.410232023975976,"sign(LDN_grid$pc_65_plus.scaled)","model_10","A.nearest4"
"LDN_grid$pc_65_plus.scaled",-0.075671059193517,0.0408595407024341,-1.85198017140239,0.064028670291207,"LDN_grid$pc_65_plus.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_50_plus.scaled)",-0.035752978002707,0.0171087594560252,-2.08974695649928,0.0366405364972955,"sign(LDN_grid$pc_50_plus.scaled)","model_10","A.nearest4"
"LDN_grid$pc_50_plus.scaled",0.0378278304927252,0.039285947388587,0.962884517421988,0.335605480156689,"LDN_grid$pc_50_plus.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_bad_gh.scaled)",0.00384279736366501,0.0127147441976094,0.302231590658939,0.762475523727287,"sign(LDN_grid$pc_bad_gh.scaled)","model_10","A.nearest4"
"LDN_grid$pc_bad_gh.scaled",0.0284781271513329,0.0188902937924648,1.50755342739522,0.131668860028079,"LDN_grid$pc_bad_gh.scaled","model_10","A.nearest4"
"sign(LDN_grid$avg_hos_dpr.scaled)",-0.0103550250532398,0.0142278860706879,-0.72779786131217,0.4667373339232,"sign(LDN_grid$avg_hos_dpr.scaled)","model_10","A.nearest4"
"LDN_grid$avg_hos_dpr.scaled",-0.0669890800547764,0.0214182769987338,-3.12765961793923,0.0017620411356849,"LDN_grid$avg_hos_dpr.scaled","model_10","A.nearest4"
"LDN_grid$pop_den.scaled",-0.597034304785991,0.0162732935205344,-36.6879823087209,0,"LDN_grid$pop_den.scaled","model_10","A.nearest4"
"LDN_grid$WD_pop_den.scaled",0.928585121223678,0.0166351233848578,55.8207534588489,0,"LDN_grid$WD_pop_den.scaled","model_10","A.nearest4"
"LDN_grid$count_sports.scaled",0.218712128716066,0.00713089972438381,30.6710425289237,0,"LDN_grid$count_sports.scaled","model_10","A.nearest4"
"LDN_grid$count_CHs.scaled",0.00972018194814083,0.00690703462022084,1.40728727776813,0.159342220277477,"LDN_grid$count_CHs.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_f.scaled):LDN_grid$pc_f.scaled",0.0284599234850941,0.0127831205899158,2.22636744172977,0.0259895794499003,"sign(LDN_grid$pc_f.scaled):LDN_grid$pc_f.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_65_plus.scaled):LDN_grid$pc_65_plus.scaled",0.0783849577817799,0.040323597079568,1.94389795203806,0.0519077582785823,"sign(LDN_grid$pc_65_plus.scaled):LDN_grid$pc_65_plus.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_50_plus.scaled):LDN_grid$pc_50_plus.scaled",-0.067662608806098,0.039388492710311,-1.71782681057977,0.0858282097211538,"sign(LDN_grid$pc_50_plus.scaled):LDN_grid$pc_50_plus.scaled","model_10","A.nearest4"
"sign(LDN_grid$pc_bad_gh.scaled):LDN_grid$pc_bad_gh.scaled",0.0173909375410926,0.0171183553247722,1.01592338814967,0.309665870459074,"sign(LDN_grid$pc_bad_gh.scaled):LDN_grid$pc_bad_gh.scaled","model_10","A.nearest4"
"sign(LDN_grid$avg_hos_dpr.scaled):LDN_grid$avg_hos_dpr.scaled",-0.0402019239811868,0.0190457897184821,-2.11080373013752,0.0347891853880342,"sign(LDN_grid$avg_hos_dpr.scaled):LDN_grid$avg_hos_dpr.scaled","model_10","A.nearest4"
