"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.460046945289322,0.0113629703539207,40.4865040531049,0,"(Intercept)","model_8","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.0500516326205432,0.00912512981375227,-5.48503239319528,4.13393659304262e-08,"LDN_grid$pc_f.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.0216943681898629,0.0372310472515033,-0.582695620762774,0.560098221784334,"LDN_grid$pc_65_plus.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.0252250705439879,0.0356383987351064,-0.707805946374896,0.479065773160583,"LDN_grid$pc_50_plus.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0363128501335624,0.015072696491675,2.40918074304879,0.015988377696051,"LDN_grid$pc_bad_gh.scaled","model_8","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.069405411273372,0.0171794870547203,-4.04001650644756,5.34474396989282e-05,"LDN_grid$avg_hos_dpr.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.58929415551657,0.018752827491229,-31.424282860395,0,"LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",0.923749942073688,0.0164332530345016,56.2122386927457,0,"LDN_grid$WD_pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.237278025207597,0.00745924620028147,31.809920042409,0,"LDN_grid$count_sports.scaled","model_8","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",0.00519911843964417,0.00736592641203598,0.70583361125476,0.48029161723535,"LDN_grid$count_CHs.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.00892053356255161,0.00786457585360853,1.13426759797333,0.256682316399476,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0274339818875398,0.0324968122699752,0.84420532265212,0.398554680754503,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0260235570697046,0.0365998223656008,-0.71102960035575,0.477065893245023,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.00856384511880574,0.0078880268397265,1.08567646799522,0.277622155318966,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0591878458917016,0.00666791903106429,-8.87650939010494,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.01090653235401,0.00724778975155258,1.50480804878117,0.13237343384915,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_8","A.rook_shared_edge"
