"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",0.441581587832238,0.0234828106760365,18.8044605871161,0,"(Intercept)","model_8","A.distance1km"
"LDN_grid$pc_f.scaled",-0.04966536741239,0.00990051930927211,-5.01644063921748,5.26375294684911e-07,"LDN_grid$pc_f.scaled","model_8","A.distance1km"
"LDN_grid$pc_65_plus.scaled",0.0299700033186914,0.0398611429998303,0.751860108949183,0.452135189623693,"LDN_grid$pc_65_plus.scaled","model_8","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.100349945071349,0.0386801494249432,-2.59435257007145,0.0094769248306168,"LDN_grid$pc_50_plus.scaled","model_8","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.0150126305488861,0.015969822098558,0.940062478857647,0.347185513551355,"LDN_grid$pc_bad_gh.scaled","model_8","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.0184991190656391,0.0204528194591109,-0.904477698178596,0.365742154767123,"LDN_grid$avg_hos_dpr.scaled","model_8","A.distance1km"
"LDN_grid$pop_den.scaled",-0.454271934712742,0.0214864037262518,-21.1422972639073,0,"LDN_grid$pop_den.scaled","model_8","A.distance1km"
"LDN_grid$WD_pop_den.scaled",0.719030259968629,0.0197025378716656,36.4942965546928,0,"LDN_grid$WD_pop_den.scaled","model_8","A.distance1km"
"LDN_grid$count_sports.scaled",0.244346566506407,0.00750212036072962,32.5703340865413,0,"LDN_grid$count_sports.scaled","model_8","A.distance1km"
"LDN_grid$count_CHs.scaled",0.00409905864794222,0.00739292606270197,0.554456870415946,0.579266214647771,"LDN_grid$count_CHs.scaled","model_8","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0237271434956016,0.00841537447541609,2.81949942511958,0.00480986171415698,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1km"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0180857269017339,0.0343963611101712,0.525803495428061,0.599024745664218,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1km"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",-0.0147277431085475,0.0388569581776807,-0.379024602008271,0.704669594734692,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1km"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.00559259988381143,0.00821448172241801,0.680822001045879,0.495984126999887,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_8","A.distance1km"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0572117560353594,0.00671478633925404,-8.52026455419805,0,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_8","A.distance1km"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",0.00681817606978269,0.00728376249497575,0.936078856838864,0.349232588130642,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_8","A.distance1km"
