"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.432644799317752,0.0162838711107866,26.5689157310489,0,"(Intercept)","model_1_A.lag4"
"LDN_grid$pc_f.scaled",-0.0496902355334628,0.00983751446919515,-5.05109656398077,4.39280914976692e-07,"LDN_grid$pc_f.scaled","model_1_A.lag4"
"LDN_grid$pc_65_plus.scaled",-0.00851847612486213,0.0388938298953662,-0.219018701623854,0.826635479633749,"LDN_grid$pc_65_plus.scaled","model_1_A.lag4"
"LDN_grid$pc_50_plus.scaled",-0.0578684749128466,0.0385094116253363,-1.50270992130073,0.132913863182869,"LDN_grid$pc_50_plus.scaled","model_1_A.lag4"
"LDN_grid$pc_bad_gh.scaled",0.0218861390810553,0.0160358861407613,1.36482255417263,0.172308828191644,"LDN_grid$pc_bad_gh.scaled","model_1_A.lag4"
"LDN_grid$avg_hos_dpr.scaled",-0.0339293325715787,0.0200048597397773,-1.69605450940075,0.089875557545936,"LDN_grid$avg_hos_dpr.scaled","model_1_A.lag4"
"LDN_grid$pop_den.scaled",-0.487898487268709,0.0177325561481724,-27.5142784374601,0,"LDN_grid$pop_den.scaled","model_1_A.lag4"
"LDN_grid$WD_pop_den.scaled",0.760276479191446,0.0185913513291824,40.8940945566478,0,"LDN_grid$WD_pop_den.scaled","model_1_A.lag4"
"LDN_grid$count_sports.scaled",0.222810454791155,0.0071251754115074,31.2708729151157,0,"LDN_grid$count_sports.scaled","model_1_A.lag4"
"LDN_grid$count_CHs.scaled",0.00687604911341626,0.00689579880835111,0.997135981561566,0.318698509882823,"LDN_grid$count_CHs.scaled","model_1_A.lag4"
