"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.421205486916846,0.0345117862623245,12.2046851969718,0,"(Intercept)","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pc_f.scaled",-0.0526587634193052,0.00952234095701788,-5.53002288586361,3.20189013081063e-08,"LDN_grid_map$pc_f.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pop_den.scaled",-0.424197703618176,0.0197835080639769,-21.4419860343466,0,"LDN_grid_map$pop_den.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pc_50_p.scaled",-0.0427007567208872,0.0151127669572894,-2.82547576109424,0.00472104597704948,"LDN_grid_map$pc_50_p.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pc_bd_g.scaled",0.0262405597119684,0.015264460197119,1.71906240856923,0.0856030087592992,"LDN_grid_map$pc_bd_g.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$avg_dpr.scaled",-0.0306204000319334,0.0194459205685448,-1.57464389119558,0.115338665728727,"LDN_grid_map$avg_dpr.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$WD_pp_d.scaled",0.700436228848791,0.0192253481127941,36.4329542819911,0,"LDN_grid_map$WD_pp_d.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$cnt_spr.scaled",0.254567710996631,0.00769239724690482,33.0934171527688,0,"LDN_grid_map$cnt_spr.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$cnt_CHs.scaled",0.00505340753104434,0.00706341201754482,0.715434342282763,0.474340698207315,"LDN_grid_map$cnt_CHs.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pc_f.scaled:LDN_grid_map$pop_den.scaled",0.0121948622789176,0.00801177032227677,1.52211830698762,0.127979439665351,"LDN_grid_map$pc_f.scaled:LDN_grid_map$pop_den.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_50_p.scaled",0.0237228683181424,0.0112936044194379,2.10055775260837,0.0356798059200045,"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_50_p.scaled","sprCross_crossTerms4_age50_A.lag4"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled",-0.0431457214622372,0.00686333501430598,-6.28640760975589,3.24896110015516e-10,"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled","sprCross_crossTerms4_age50_A.lag4"
