"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.474157678460623,0.0129478723300511,36.62050925233,0,"(Intercept)","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pc_f.scaled",-0.0495166996023004,0.00984638895694105,-5.02891972060422,4.9325083217866e-07,"LDN_grid_map$pc_f.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pop_den.scaled",-0.478258227355343,0.0196273365923509,-24.366944801962,0,"LDN_grid_map$pop_den.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pc_50_p.scaled",-0.0410280454297508,0.0149157860420291,-2.75064588042116,0.00594779018887626,"LDN_grid_map$pc_50_p.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pc_bd_g.scaled",0.0485355753235682,0.0159935922043853,3.0346888118268,0.00240783986590043,"LDN_grid_map$pc_bd_g.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$avg_dpr.scaled",-0.0845155842385239,0.0185208864488403,-4.56325805311635,5.03658452633005e-06,"LDN_grid_map$avg_dpr.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$WD_pp_d.scaled",0.810988398582575,0.0182926369755113,44.3341438234554,0,"LDN_grid_map$WD_pp_d.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$cnt_spr.scaled",0.245557963955363,0.0076103797535949,32.2661906377759,0,"LDN_grid_map$cnt_spr.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$cnt_CHs.scaled",0.00548682238079227,0.00698196398037031,0.785856586516113,0.431951510842797,"LDN_grid_map$cnt_CHs.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pc_f.scaled:LDN_grid_map$pop_den.scaled",-0.00363826248148203,0.00820063694735385,-0.443656084867409,0.657291250226732,"LDN_grid_map$pc_f.scaled:LDN_grid_map$pop_den.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_50_p.scaled",0.0199354717112627,0.0110541327353464,1.80344059444099,0.0713190471313032,"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_50_p.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled",-0.0372048511547969,0.00679922608584342,-5.47192440508202,4.45174734853282e-08,"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled","sprCross_crossTerms4_age50_A.distance0.5km"
