"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.437864045299952,0.0254845045407643,17.1815796771546,0,"(Intercept)","crossTerms_age65_A.lag2"
"LDN_grid_map$pc_f.scaled",-0.0358401022158358,0.0104766403156035,-3.42095377298168,0.00062401938062373,"LDN_grid_map$pc_f.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pc_65_p.scaled",-0.0589535338217219,0.0181726822743182,-3.24407442620816,0.00117832952914543,"LDN_grid_map$pc_65_p.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pop_den.scaled",-0.361572385457396,0.0228473428913179,-15.8255770562622,0,"LDN_grid_map$pop_den.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pc_bd_g.scaled",0.0350320779256912,0.0172473720895189,2.03115452857771,0.0422393214329759,"LDN_grid_map$pc_bd_g.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$avg_dpr.scaled",-0.0468670598353843,0.0222839347879284,-2.10317703230638,0.0354502972076349,"LDN_grid_map$avg_dpr.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$WD_pp_d.scaled",0.608807666092357,0.0208139929135789,29.2499218492178,0,"LDN_grid_map$WD_pp_d.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$cnt_spr.scaled",0.246288290015238,0.00759952105593312,32.4083962926788,0,"LDN_grid_map$cnt_spr.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$cnt_CHs.scaled",0.00626854610542552,0.00697112626748986,0.899215688382973,0.368537785503444,"LDN_grid_map$cnt_CHs.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pc_65_p.scaled:LDN_grid_map$pop_den.scaled",0.0194675323433637,0.0156090009903209,1.24719912282891,0.212324494474404,"LDN_grid_map$pc_65_p.scaled:LDN_grid_map$pop_den.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_bd_g.scaled",-0.0145442896762335,0.0144428252084274,-1.00702525069312,0.313922640023315,"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_bd_g.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$avg_dpr.scaled",0.0246675268889831,0.016627268202619,1.48355860917055,0.137926056966975,"LDN_grid_map$pop_den.scaled:LDN_grid_map$avg_dpr.scaled","crossTerms_age65_A.lag2"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled",-0.035114545915603,0.00682071793611693,-5.14821844921415,2.62972133180384e-07,"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled","crossTerms_age65_A.lag2"
