"","Estimate","Std. Error","z value","Pr(>|z|)","variable","model"
"(Intercept)",0.42363735710732,0.0346184910530517,12.2373143433118,0,"(Intercept)","crossTerms2_age50_A.lag4"
"LDN_grid_map$pc_f.scaled",-0.052807626448183,0.00954005262487121,-5.53536007867629,3.10589600704958e-08,"LDN_grid_map$pc_f.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pc_50_p.scaled",-0.0389173478321603,0.0154279570762944,-2.52252113741995,0.0116516947373151,"LDN_grid_map$pc_50_p.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pop_den.scaled",-0.42116222372715,0.0201911708783209,-20.8587320797403,0,"LDN_grid_map$pop_den.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pc_bd_g.scaled",0.026355207594425,0.0152738344537828,1.72551350312022,0.0844349724510745,"LDN_grid_map$pc_bd_g.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$avg_dpr.scaled",-0.0294578045128404,0.0194860668247933,-1.51173681059943,0.130600830182417,"LDN_grid_map$avg_dpr.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$WD_pp_d.scaled",0.701457296017979,0.0192111267295496,36.5130742143839,0,"LDN_grid_map$WD_pp_d.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$cnt_spr.scaled",0.254501730091895,0.00769278868471552,33.0831562548383,0,"LDN_grid_map$cnt_spr.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$cnt_CHs.scaled",0.00538155210927591,0.0074556772146147,0.721805941213084,0.470413796195571,"LDN_grid_map$cnt_CHs.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pc_50_p.scaled:LDN_grid_map$pop_den.scaled",0.0283187764787337,0.0113893795806222,2.48641958750019,0.012903572741733,"LDN_grid_map$pc_50_p.scaled:LDN_grid_map$pop_den.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_bd_g.scaled",-0.00610586120295561,0.00775143437284698,-0.787707269295118,0.430867952559021,"LDN_grid_map$pop_den.scaled:LDN_grid_map$pc_bd_g.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled",-0.0428186050765901,0.0068840315115747,-6.21998969711216,4.97187624404205e-10,"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_spr.scaled","crossTerms2_age50_A.lag4"
"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_CHs.scaled",-0.000961008437829934,0.00715410849171662,-0.13432958683009,0.893141958349763,"LDN_grid_map$pop_den.scaled:LDN_grid_map$cnt_CHs.scaled","crossTerms2_age50_A.lag4"
