"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.25786912517651,0.0606203916152586,20.7499340017443,0,"(Intercept)","model_7","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.148591835915827,0.0172667750704192,-8.60565075469065,0,"LDN_grid$pc_f.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled",0.0334313962025026,0.0688175977630265,0.485797198525058,0.627110960768134,"LDN_grid$pc_65_plus.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.245750612270164,0.0669661129642239,-3.66977567298036,0.000242763412839464,"LDN_grid$pc_50_plus.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0393343308465269,0.0273619148444837,1.43755768081622,0.150559595648035,"LDN_grid$pc_bad_gh.scaled","model_7","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0811886037736296,0.0367676389038446,-2.20815386013651,0.0272335495232627,"LDN_grid$avg_hos_dpr.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.796630579122442,0.036488772939249,-21.8322107035161,0,"LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",1.36743752538358,0.0318008625239099,43.0000137372202,0,"LDN_grid$WD_pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.14775702654786,0.00847193984667976,17.4407549182219,0,"LDN_grid$count_sports.scaled","model_7","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",-0.0132533862475374,0.00818411151832365,-1.61940440545855,0.105360279587654,"LDN_grid$count_CHs.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0736887292453101,0.0134365478933534,5.48420098898778,4.15342344961545e-08,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",-0.0078348662278568,0.0548255314905687,-0.142905431371962,0.88636486898872,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",0.0403713092739556,0.0613800979763591,0.657726373938094,0.510713971964345,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.0376743968882703,0.0134012740119653,2.8112548743226,0.00493486771813978,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.rook_shared_edge"
