"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",4.30200865938758,0.0756272476267358,56.8843742750031,0,"(Intercept)","model_5","A.distance0.5km"
"LDN_grid$pc_f.scaled",-0.309404403723183,0.0291067648345924,-10.6299825996281,0,"LDN_grid$pc_f.scaled","model_5","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled",-0.491243292834912,0.117037782258151,-4.19730520654751,2.70109809972219e-05,"LDN_grid$pc_65_plus.scaled","model_5","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled",0.0043804181272598,0.116371552550399,0.0376416575293408,0.969973393536695,"LDN_grid$pc_50_plus.scaled","model_5","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled",0.210383056936874,0.0467613168324619,4.49908324204474,6.824713222775e-06,"LDN_grid$pc_bad_gh.scaled","model_5","A.distance0.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.375223648933031,0.0618052269159737,-6.0710666015863,1.27063470856115e-09,"LDN_grid$avg_hos_dpr.scaled","model_5","A.distance0.5km"
"LDN_grid$pop_den.scaled",-1.64517325483842,0.0530246924279735,-31.0265496980139,0,"LDN_grid$pop_den.scaled","model_5","A.distance0.5km"
"LDN_grid$WD_pop_den.scaled",3.22643993564505,0.0574599547028644,56.1511047533808,0,"LDN_grid$WD_pop_den.scaled","model_5","A.distance0.5km"
"LDN_grid$count_sports.scaled",0.196057055607545,0.0163682242682272,11.9779062404537,0,"LDN_grid$count_sports.scaled","model_5","A.distance0.5km"
