"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.30336924884563,0.0595610354354622,21.8829179062527,0,"(Intercept)","model_1","A.queen_shared_edge"
"LDN_grid$pc_f.scaled",-0.147504986454152,0.0170831194737879,-8.63454632395928,0,"LDN_grid$pc_f.scaled","model_1","A.queen_shared_edge"
"LDN_grid$pc_65_plus.scaled",-0.0382522190069939,0.0675420996808045,-0.566346311230611,0.571158384210456,"LDN_grid$pc_65_plus.scaled","model_1","A.queen_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.189952402035682,0.0664327299476339,-2.85931952797083,0.00424550911723687,"LDN_grid$pc_50_plus.scaled","model_1","A.queen_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0524845202422358,0.0273163860760586,1.92135665735944,0.054686758821205,"LDN_grid$pc_bad_gh.scaled","model_1","A.queen_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0856368485224513,0.0371654816243496,-2.30420392201631,0.0212111991544628,"LDN_grid$avg_hos_dpr.scaled","model_1","A.queen_shared_edge"
"LDN_grid$pop_den.scaled",-0.907470207711898,0.0309733226778476,-29.2984455413603,0,"LDN_grid$pop_den.scaled","model_1","A.queen_shared_edge"
"LDN_grid$WD_pop_den.scaled",1.50432903049532,0.0322233544120702,46.6844330127166,0,"LDN_grid$WD_pop_den.scaled","model_1","A.queen_shared_edge"
"LDN_grid$count_sports.scaled",0.206831304932391,0.00950326397899887,21.7642386225895,0,"LDN_grid$count_sports.scaled","model_1","A.queen_shared_edge"
"LDN_grid$count_CHs.scaled",-0.0110925107056795,0.00916487989552688,-1.21032799470656,0.226153059631519,"LDN_grid$count_CHs.scaled","model_1","A.queen_shared_edge"
