"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",4.93812127926298,0.0505235474257047,97.7390054909451,0,"(Intercept)","model_10","A.nearest4"
"LDN_grid$pc_f.scaled",-0.374895562721847,0.0359279768813459,-10.4346416153617,0,"LDN_grid$pc_f.scaled","model_10","A.nearest4"
"LDN_grid$pc_65_plus.scaled",-0.97006247160566,0.135733912225151,-7.14679519438407,8.88178419700125e-13,"LDN_grid$pc_65_plus.scaled","model_10","A.nearest4"
"LDN_grid$pc_50_plus.scaled",0.345963507442942,0.135513175495603,2.55298797462072,0.0106803183645492,"LDN_grid$pc_50_plus.scaled","model_10","A.nearest4"
"LDN_grid$pc_bad_gh.scaled",0.425102148717624,0.0549932039368853,7.73008514298431,1.06581410364015e-14,"LDN_grid$pc_bad_gh.scaled","model_10","A.nearest4"
"LDN_grid$avg_hos_dpr.scaled",-0.854664261738375,0.0680069854291747,-12.5673010845108,0,"LDN_grid$avg_hos_dpr.scaled","model_10","A.nearest4"
"LDN_grid$pop_den.scaled",-2.54728087020351,0.0614474449186225,-41.4546263652945,0,"LDN_grid$pop_den.scaled","model_10","A.nearest4"
"LDN_grid$WD_pop_den.scaled",5.11725244453335,0.065007742947497,78.7175836679372,0,"LDN_grid$WD_pop_den.scaled","model_10","A.nearest4"
"LDN_grid$count_sports.scaled",0.242465122865259,0.0191606276991858,12.6543413228347,0,"LDN_grid$count_sports.scaled","model_10","A.nearest4"
"LDN_grid$count_CHs.scaled",0.0110855343247945,0.0184933676258969,0.599432972352261,0.548884194895771,"LDN_grid$count_CHs.scaled","model_10","A.nearest4"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.0279427296492976,0.098000600066519,-0.28512814850451,0.775545965347715,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.nearest4"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.127884564071255,0.0989766035488694,1.2920686251687,0.196333380119648,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.nearest4"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.251599856357872,0.0250686132963846,10.0364489005923,0,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.nearest4"
