"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.24678033783182,0.0593860774752314,20.9944887899327,0,"(Intercept)","model_10","A.distance0.5km"
"LDN_grid$pc_f.scaled",-0.0954591799802025,0.0188542317048835,-5.0630108653792,4.12686323114642e-07,"LDN_grid$pc_f.scaled","model_10","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled",-0.124112049466738,0.0679924300365846,-1.82538040484739,0.0679436442161392,"LDN_grid$pc_65_plus.scaled","model_10","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled",-0.080109560364491,0.0668925359696618,-1.19758593695451,0.231078253591409,"LDN_grid$pc_50_plus.scaled","model_10","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled",0.00976862724769633,0.0273591527408958,0.357051526420057,0.721053232075862,"LDN_grid$pc_bad_gh.scaled","model_10","A.distance0.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.06621669499445,0.0370959085398076,-1.78501343142447,0.0742591382840043,"LDN_grid$avg_hos_dpr.scaled","model_10","A.distance0.5km"
"LDN_grid$pop_den.scaled",-0.862824893706471,0.0309850199367275,-27.8465172999207,0,"LDN_grid$pop_den.scaled","model_10","A.distance0.5km"
"LDN_grid$WD_pop_den.scaled",1.46400971724923,0.0322282114355306,45.4263408373697,0,"LDN_grid$WD_pop_den.scaled","model_10","A.distance0.5km"
"LDN_grid$count_sports.scaled",0.208174548362737,0.00945045796919048,22.0279852089082,0,"LDN_grid$count_sports.scaled","model_10","A.distance0.5km"
"LDN_grid$count_CHs.scaled",-0.0113401038597056,0.0091147311759397,-1.24415121420589,0.213443915047767,"LDN_grid$count_CHs.scaled","model_10","A.distance0.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.183817356892583,0.0491551970479641,-3.73953046537928,0.000184364303946305,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.distance0.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.273831266170989,0.0500271695858628,5.47365098681039,4.40856924299737e-08,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.distance0.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.133118144837514,0.0120918160491041,11.0089455791363,0,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.distance0.5km"
