"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.42877087709305,0.0570700242504937,25.0353998593348,0,"(Intercept)","model_10","A.distance1km"
"LDN_grid$pc_f.scaled",-0.120376785067515,0.018237957901696,-6.60034340008651,4.10207423584552e-11,"LDN_grid$pc_f.scaled","model_10","A.distance1km"
"LDN_grid$pc_65_plus.scaled",-0.182683284091739,0.0652277868097312,-2.80069726456647,0.00509923310219618,"LDN_grid$pc_65_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.0283848593837075,0.0644855129329059,-0.440174204913909,0.659810940805201,"LDN_grid$pc_50_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.0180052752949057,0.0270681498347304,0.665183080662706,0.505933400822975,"LDN_grid$pc_bad_gh.scaled","model_10","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.0906732979068176,0.03597058158371,-2.52076263198037,0.0117100815460027,"LDN_grid$avg_hos_dpr.scaled","model_10","A.distance1km"
"LDN_grid$pop_den.scaled",-1.15748939319002,0.0308119941036166,-37.5661954658805,0,"LDN_grid$pop_den.scaled","model_10","A.distance1km"
"LDN_grid$WD_pop_den.scaled",1.93543118406946,0.0321168274140704,60.262215788523,0,"LDN_grid$WD_pop_den.scaled","model_10","A.distance1km"
"LDN_grid$count_sports.scaled",0.289201286320836,0.0118077201271655,24.4925593769354,0,"LDN_grid$count_sports.scaled","model_10","A.distance1km"
"LDN_grid$count_CHs.scaled",-0.0174606622082562,0.0114352560093701,-1.52691484947507,0.126782186551223,"LDN_grid$count_CHs.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled",-0.228418078606209,0.0509958943126696,-4.4791464427649,7.49421081391866e-06,"LDN_grid$pc_f.scaled:LDN_grid$pc_50_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled",0.326898678691543,0.0515375021055726,6.34292826264461,2.25438334666705e-10,"LDN_grid$pc_f.scaled:LDN_grid$pc_65_plus.scaled","model_10","A.distance1km"
"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled",0.163995654086026,0.0124940896519533,13.1258585983002,0,"LDN_grid$pc_f.scaled:LDN_grid$pc_bad_gh.scaled","model_10","A.distance1km"
