"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.44829168733327,0.0583076630689277,24.8387880958492,0,"(Intercept)","model_1","A.lag2"
"LDN_grid$pc_f.scaled",-0.175588779917795,0.0169031146832456,-10.3879541261019,0,"LDN_grid$pc_f.scaled","model_1","A.lag2"
"LDN_grid$pc_65_plus.scaled",-0.0551175101167503,0.0660837283699009,-0.834055696861296,0.404249598811116,"LDN_grid$pc_65_plus.scaled","model_1","A.lag2"
"LDN_grid$pc_50_plus.scaled",-0.182813876957925,0.0652527857157079,-2.80162563104057,0.00508458394613331,"LDN_grid$pc_50_plus.scaled","model_1","A.lag2"
"LDN_grid$pc_bad_gh.scaled",0.0610683649428883,0.0273675931843133,2.23141160172944,0.0256538770606123,"LDN_grid$pc_bad_gh.scaled","model_1","A.lag2"
"LDN_grid$avg_hos_dpr.scaled",-0.0999134165092273,0.0367104483543492,-2.72166157015596,0.00649546243279842,"LDN_grid$avg_hos_dpr.scaled","model_1","A.lag2"
"LDN_grid$pop_den.scaled",-1.13601785048792,0.0309861248072209,-36.6621466077353,0,"LDN_grid$pop_den.scaled","model_1","A.lag2"
"LDN_grid$WD_pop_den.scaled",1.85775794685653,0.0321892349401226,57.7136409210182,0,"LDN_grid$WD_pop_den.scaled","model_1","A.lag2"
"LDN_grid$count_sports.scaled",0.274378212435658,0.0114241685674112,24.0173462792167,0,"LDN_grid$count_sports.scaled","model_1","A.lag2"
"LDN_grid$count_CHs.scaled",-0.0174648516681577,0.011066912268577,-1.57811422412255,0.11453937100898,"LDN_grid$count_CHs.scaled","model_1","A.lag2"
