"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.43527296590344,0.0249948892036739,57.4226576564492,0,"(Intercept)","model_9","A.nearest4"
"LDN_grid$pc_f.scaled",-0.136373045011006,0.0161254119085905,-8.45702706907945,0,"LDN_grid$pc_f.scaled","model_9","A.nearest4"
"LDN_grid$pc_65_plus.scaled",-0.166097795223585,0.0270902913344827,-6.13126648114569,8.71822392056743e-10,"LDN_grid$pc_65_plus.scaled","model_9","A.nearest4"
"LDN_grid$pc_bad_gh.scaled",0.121194941197382,0.0259073024442465,4.67802240152938,2.89654908258719e-06,"LDN_grid$pc_bad_gh.scaled","model_9","A.nearest4"
"LDN_grid$avg_hos_dpr.scaled",-0.225013984319362,0.031957441825633,-7.04105120638531,1.90802929012079e-12,"LDN_grid$avg_hos_dpr.scaled","model_9","A.nearest4"
"LDN_grid$pop_den.scaled",-1.08245379000078,0.0333217594610248,-32.4848929801226,0,"LDN_grid$pop_den.scaled","model_9","A.nearest4"
"LDN_grid$WD_pop_den.scaled",1.98044385148026,0.0300437488150215,65.9186662647794,0,"LDN_grid$WD_pop_den.scaled","model_9","A.nearest4"
"LDN_grid$count_sports.scaled",0.201575451907082,0.010015543866447,20.1262611990926,0,"LDN_grid$count_sports.scaled","model_9","A.nearest4"
"LDN_grid$count_CHs.scaled",-0.017138115343776,0.00922975057143724,-1.85683407272265,0.0633347644950883,"LDN_grid$count_CHs.scaled","model_9","A.nearest4"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0455165063513638,0.0131657101433853,3.45720100592007,0.000545817558701645,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_9","A.nearest4"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",0.0436887394782062,0.0211951303001163,2.0612630759796,0.0392779488155051,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_9","A.nearest4"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0549450416098035,0.00900780694919265,-6.0997134951619,1.06258757348598e-09,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_9","A.nearest4"
