"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.26927568148566,0.0605844219046802,20.9505288914478,0,"(Intercept)","model_8","A.rook_shared_edge"
"LDN_grid$pc_f.scaled",-0.148417233827859,0.0172458641815832,-8.60596095766271,0,"LDN_grid$pc_f.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled",0.0363894775054648,0.0687392793335511,0.529384041530144,0.59653906631822,"LDN_grid$pc_65_plus.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled",-0.248735631159037,0.0668869324195624,-3.71874777570587,0.000200212842746739,"LDN_grid$pc_50_plus.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled",0.0397411624646373,0.0273297929395753,1.45413331716427,0.145909348098453,"LDN_grid$pc_bad_gh.scaled","model_8","A.rook_shared_edge"
"LDN_grid$avg_hos_dpr.scaled",-0.0783934228186656,0.0367271069998242,-2.13448401528171,0.0328031807562015,"LDN_grid$avg_hos_dpr.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pop_den.scaled",-0.796962053728032,0.036444600105872,-21.8677678287825,0,"LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$WD_pop_den.scaled",1.36600499239602,0.0317631049011679,43.0060284297268,0,"LDN_grid$WD_pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$count_sports.scaled",0.164808214058764,0.00888074765577779,18.5579210722804,0,"LDN_grid$count_sports.scaled","model_8","A.rook_shared_edge"
"LDN_grid$count_CHs.scaled",-0.0107942216964423,0.0087326642270717,-1.23607428566641,0.21643095215523,"LDN_grid$count_CHs.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0722712964683088,0.0134222552509706,5.38443764605674,7.26714901588821e-08,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",-0.0326589792268765,0.0548971920957976,-0.59491165176327,0.551902528314853,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",0.0569324028638637,0.0613692107514916,0.927703031645717,0.353561635454117,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.0397048586093533,0.0133924575723913,2.96471789398872,0.00302960609040426,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled",-0.0509112964570916,0.00802228777369375,-6.34623163532442,2.20652829341361e-10,"LDN_grid$pop_den.scaled:LDN_grid$count_sports.scaled","model_8","A.rook_shared_edge"
"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled",-0.00735691039016239,0.0084922015565037,-0.866313680994553,0.386318165768089,"LDN_grid$pop_den.scaled:LDN_grid$count_CHs.scaled","model_8","A.rook_shared_edge"
