"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.33950616060403,0.0633124743424397,21.1570654048207,0,"(Intercept)","model_7","A.distance0.5km"
"LDN_grid$pc_f.scaled",-0.162677695917995,0.0173750934578578,-9.36269472809223,0,"LDN_grid$pc_f.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled",0.0255298958732831,0.0693059779414,0.368364990028266,0.712601098853895,"LDN_grid$pc_65_plus.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled",-0.245787606485203,0.0674471926732255,-3.64414880358355,0.000268278181758452,"LDN_grid$pc_50_plus.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled",0.0371230368637066,0.0276268896128345,1.34372842487706,0.17903622206816,"LDN_grid$pc_bad_gh.scaled","model_7","A.distance0.5km"
"LDN_grid$avg_hos_dpr.scaled",-0.0850032525626863,0.0371777272727255,-2.28640260710737,0.0222307159569193,"LDN_grid$avg_hos_dpr.scaled","model_7","A.distance0.5km"
"LDN_grid$pop_den.scaled",-0.877928371497721,0.0370362778887153,-23.7045519027499,0,"LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$WD_pop_den.scaled",1.49492581501272,0.0322698921593832,46.3257146205876,0,"LDN_grid$WD_pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$count_sports.scaled",0.207790729841631,0.00949580712969959,21.8823662910901,0,"LDN_grid$count_sports.scaled","model_7","A.distance0.5km"
"LDN_grid$count_CHs.scaled",-0.0126027365267724,0.00915662071332256,-1.37635235982155,0.168712569679752,"LDN_grid$count_CHs.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled",0.0805132020054537,0.0138794790497101,5.80088068990856,6.59675269965021e-09,"LDN_grid$pc_f.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled",0.0149024672147945,0.0564529253500625,0.263980424794373,0.791795002636511,"LDN_grid$pc_50_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled",0.0258628945260667,0.0631213918944684,0.409732639757159,0.682002083960801,"LDN_grid$pc_65_plus.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled",0.0353300715623031,0.0137531767894286,2.56886624110435,0.0102031832185943,"LDN_grid$pc_bad_gh.scaled:LDN_grid$pop_den.scaled","model_7","A.distance0.5km"
