"","Estimate","Std. Error","z value","Pr(>|z|)","variable","formula","neighbours"
"(Intercept)",1.4900062084554,0.0573932717015168,25.9613394441848,0,"(Intercept)","model_1","A.distance1km"
"LDN_grid$pc_f.scaled",-0.182888102080061,0.0166582105867039,-10.9788564100659,0,"LDN_grid$pc_f.scaled","model_1","A.distance1km"
"LDN_grid$pc_65_plus.scaled",-0.0652442873214617,0.0647026564471105,-1.00837107630649,0.313276352946249,"LDN_grid$pc_65_plus.scaled","model_1","A.distance1km"
"LDN_grid$pc_50_plus.scaled",-0.171202372180265,0.0639583856876582,-2.67677756934539,0.0074333965460085,"LDN_grid$pc_50_plus.scaled","model_1","A.distance1km"
"LDN_grid$pc_bad_gh.scaled",0.0672926752515598,0.0270875107463336,2.48426944364639,0.0129817540810699,"LDN_grid$pc_bad_gh.scaled","model_1","A.distance1km"
"LDN_grid$avg_hos_dpr.scaled",-0.111249148581057,0.0360825680544764,-3.08318267184022,0.00204799398884048,"LDN_grid$avg_hos_dpr.scaled","model_1","A.distance1km"
"LDN_grid$pop_den.scaled",-1.21928618560365,0.0307951144235714,-39.5934942417481,0,"LDN_grid$pop_den.scaled","model_1","A.distance1km"
"LDN_grid$WD_pop_den.scaled",1.98703791674835,0.0321295102589009,61.844637553972,0,"LDN_grid$WD_pop_den.scaled","model_1","A.distance1km"
"LDN_grid$count_sports.scaled",0.286901200300551,0.0118978561729736,24.1136887292569,0,"LDN_grid$count_sports.scaled","model_1","A.distance1km"
"LDN_grid$count_CHs.scaled",-0.0175734520158516,0.0115225927986317,-1.52513000528305,0.127226674526488,"LDN_grid$count_CHs.scaled","model_1","A.distance1km"
